ID Strain;Year;Region;Animal species of origin;Organ of origin;ST;Species;Putative Subspecies;LANCEFIELD GROUP;Haemolysis;2223,140967;2241,073989;2262,75751;2679,802856;2978,296408;3159,441237;3354,28405;3364,608472;3397,909861;3418,174965;3443,92179;3952,786854;4091,36986;4451,322399;4475,014345;4490,070134;4515,266689;4539,794508;4744,086475;5052,231151;5362,981449;5914,103743;5959,116466;6312,288749;6326,214406;6710,341788;6730,906818;6768,620734;6797,381802;6838,493584;6889,619768;6942,146487;7386,929024;7525,518221;7905,893368;8182,839667;9030,351844;9073,208159;9487,183195;10103,20284;10400,80576;10491,16654;10930,54833;13276,73249;14943,03835;15048,89449;Eritromicina;Ceftiofur;Tetraciclina;Gentamicina;Penicillina;Ampicillina;Sulfametossazolo_trimethoprim;Clindamicina;Enrofloxacin;aad(6);ANT(6)-Ia;APH(2'')-IIIa;APH(3')-IIIa;catS;dfrF;E. faecalis chloramphenicol acetyltransferase;Erm(47);ErmB;fexA;L._reuteri cat-TC;lmrP;lnuC;lnuD;lsaC;lsaE;mefE;optrA;poxtA;SAT-4;tet(40);tet(L);tetM;tetO;tetS;tetT;vatE;fbp54;gbs0630;gbs0631;gbs0632;hasC;lmb;mf2;mf3;scpA;sda;ska;slo;smeZ;spec;speg;spek;spel;spem
V635;2021;Toscana;Swine;Lung;ST689;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000757034;0,000178253;0,00014069;0,000114755;0,000548559;0,000110833;0,000134235;0,00029596;0,000497974;0,000230436;0,000106611;0,000379701;0,000349077;0,002049763;0,000657818;0,000489127;0,000401637;0,00022258;0,000338643;0,000145089;0,000143782;0,000238801;0,001030989;6,46847E-05;0,000272085;0,000226614;0,000519307;0,000457593;0,000846345;0,000420736;0,000178716;0,00021394;0,000203095;0,000648436;0,000482615;0,000349519;0,000129381;0,000110137;0,000339068;5,85443E-05;5,39259E-05;7,71352E-05;0,000170838;3,50853E-05;9,33908E-05;0,000393194;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V637;2021;NA;Wolf;Heart;ST241;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000744759;0,000255635;0,000150128;9,45631E-05;0,000629736;0,00030022;0,000218968;0,000924711;0,000551519;0,000207913;0,000110187;0,000926652;0,000351133;0,001813368;0,000608945;0,000456506;0,000366535;0,000208801;0,000433724;0,000320374;0,000171812;0,000214431;0,001072042;0,000571388;0,000120659;0,000495439;0,001409053;0,00051242;0,000801995;0,000309322;0,000164494;0,000142815;8,35758E-05;0,00057927;0,001011596;0,000364637;0,00013473;9,81894E-05;0,000426703;0,000188629;5,29172E-05;6,45183E-05;0,000167832;3,26736E-05;9,37082E-05;0,000362656;NS;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
V658;2021;Calabria;Swine;Lung;ST701;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;a;0,000828864;0,000186002;0,000282854;0,000131938;0,000106312;0,000169849;0,000125668;0,0003583;0,001220703;0,000356829;0,000182767;0,000706541;0,000443919;0,001980729;0,000514759;0,000497202;0,000449882;0,000227423;0,00054888;0,000103895;0,000193563;0,001049352;0,000222583;0,000521128;0,000101433;0,000152566;0,000549467;0,000720484;0,0018876;0,000679852;0,000317205;0,000240292;0,000297134;0,000124681;0,000854542;0,000446535;0,000177846;0,000127051;0,000570495;5,17779E-05;6,51886E-05;9,35536E-05;0,000208929;3,79188E-05;6,07771E-05;9,94538E-05;S;S;S;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V684;2021;NA;Reference strain (CCUG);NA;ST92;Streptococcus_canis;Streptococcus canis;G;b;0,00075298;0,000215085;0,000248747;0,000312918;0,000877562;0,000733761;0,00094713;0,000570345;0,00072776;0,000373034;0,000167918;0,000863132;0,000672325;0,001389306;0,000273504;0,000323949;0,000565673;0,000396405;0,000835172;0,000366685;0,000469622;0,000305999;0,001191207;0,00016126;0,000873324;0,001254704;0,00063983;0,00042717;0,000837557;0,000399067;0,000137722;0,000248718;0,000495913;0,000319442;0,000896713;0,000622371;0,000287015;0,000273054;0,000816623;0,000251275;0,000174882;0,000154796;0,000206401;7,92007E-05;7,73688E-05;0,000216556;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V685;2021;NA;Reference strain (CCUG);NA;ST692;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000812819;0,000249949;0,00021219;0,000392423;0,000843233;0,000436947;0,000182181;0,00083848;0,000729808;0,000418485;0,000955369;0,000808703;0,000682962;0,001508881;0,000446285;0,000327313;0,000469329;0,000377474;0,000655791;0,000331825;0,00060371;0,000269501;0,001187054;0,000692305;0,000117663;0,000338207;0,00106721;0,000355001;0,000871291;0,000494867;0,00129223;0,00048804;3,46039E-05;0,000100971;0,00088339;0,000668421;0,000247177;0,00027531;0,000690207;0,00025342;0,000191329;0,000152116;0,000218762;7,35046E-05;8,19075E-05;8,10371E-05;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V686;2021;NA;Reference strain (CCUG);NA;ST240;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000699326;0,000142469;0,000146416;0,000393214;0,000896456;0,000449143;0,000775274;0,000507298;0,000599298;0,001024752;0,000212208;0,00075198;0,000550404;0,001509639;0,000360875;0,000267841;0,000307037;0,000306048;0,000434003;0,000124684;0,000679225;0,000294614;0,001310806;0,000754828;0,000129425;0,001216376;0,000698093;0,000420284;0,000837028;0,001460249;0,000386944;0,000264087;7,84068E-05;0,000261785;0,000837744;0,000546674;0,000219502;0,00022408;0,000455967;0,000182537;0,000174087;0,000117675;0,000177332;4,06303E-05;6,59649E-05;0,000182165;S;S;NS;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
V688;2021;Lazio;Ovine;Skin;ST454;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000388828;0,000231544;0,000120552;0,000194063;0,000598036;0,000287202;0,000245898;0,001011352;0,000555434;0,00030589;0,000570724;0,000676663;0,00053638;0,001037289;0,000429385;0,000287262;0,000356626;0,000269731;0,000799621;0,000354227;0,000377496;0,000199539;0,001011808;0,000557757;0,00011048;0,000578889;0,001572875;0,000613716;0,000802327;0,000429422;0,000951987;0,000379783;3,84102E-05;0,000116504;0,000838821;0,000588629;0,000244292;0,000244394;0,000900359;0,000286976;0,000199526;0,000170941;0,000222216;5,92005E-05;9,00471E-05;7,56467E-05;S;S;NS;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V689;2021;Calabria;Bovine;Milk;ST532;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000420425;0,000214259;0,000127829;0,000228967;0,000590294;0,00029775;0,000235472;0,000906619;0,000589948;0,000342786;0,000630927;0,000665998;0,000584443;0,001115162;0,000498752;0,000341549;0,000417169;0,000198158;0,000703676;0,000387861;0,000426268;0,000222136;0,001009263;0,000568897;0,000123116;0,000536411;0,001400757;0,00057736;0,000834086;0,000482276;0,001029889;0,000382647;5,08851E-05;0,000101259;0,000786144;0,000600148;0,000288136;0,000101165;0,000742132;0,000292304;0,000175324;0,000138919;0,00017401;6,12952E-05;7,5412E-05;5,61499E-05;S;S;S;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0
V69;2005;NA;Dog;Skin;ST2;Streptococcus_canis;Streptococcus canis;G;b;0,000614495;0,00018875;0,000204756;0,000163683;0,000655245;0,000474205;0,000548236;0,000509334;0,000566332;0,000311859;0,000140743;0,000627373;0,000537028;0,001141886;0,000397708;0,000351457;0,000445273;0,000356042;0,000586054;0,000319644;0,000210669;0,000286936;0,000895245;0,000111913;0,00056728;0,000758938;0,000536052;0,000313429;0,000662845;0,000345372;0,000154656;0,000260344;0,000360475;0,000250355;0,000656946;0,00049132;0,000248717;0,000227849;0,000574265;0,000206318;0,000151406;0,000126759;0,000190826;0,000105461;7,42359E-05;0,000137673;S;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V7;ante 2004;NA;Dog;Vaginal swab;ST400;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000600964;0,00017803;0,000171388;0,000309447;0,000122323;0,000308891;0,000108287;0,000417535;0,000621649;0,00051383;0,00017642;0,000565212;0,000524287;0,001421365;0,000389857;0,000422851;0,000349531;0,000308277;0,00044199;0,000148239;0,000556683;0,00111483;0,000326807;0,000106664;0,000530118;0,000136688;0,000578235;0,000324599;0,000947324;0,000654108;0,000304859;0,000349602;0,00040243;8,86233E-05;0,000729665;0,000571624;0,000183176;0,000217777;0,000547616;6,58721E-05;0,000131309;0,000115319;0,000190361;5,35681E-05;6,04207E-05;6,1165E-05;NS;S;NS;S;S;S;S;NS;NS;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V704;2021;NA;Cat;Liver;ST91;Streptococcus_canis;Streptococcus canis;G;b;0,000471611;0,000167748;0,000161442;8,46744E-05;0,000116768;0,000466935;0,001216967;0,000589207;0,000680732;0,001022569;0,000269381;0,000738514;0,000367094;0,001063363;0,000195748;0,00026323;0,000247042;0,000181612;0,000846264;0,000372534;0,000137283;0,000938418;0,000181178;0,000100041;0,000519708;0,001729626;0,000654127;0,000591004;0,000896501;0,00143597;0,000432453;0,000222902;0,000370274;0,000440003;0,000774974;0,000347433;0,000138769;0,000136754;0,00081931;0,000216744;8,27266E-05;8,68749E-05;0,00011586;5,93611E-05;6,39141E-05;0,000264923;NS;S;NS;NS;S;S;S;NS;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V706;2021;Marche;Swine;Lung;ST688;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,00046809;0,00017256;0,000174002;0,000102619;0,000739711;0,000325309;0,000121041;0,000294243;0,000707154;0,000513255;0,000226291;0,000782829;0,000560858;0,001174811;0,000372639;0,000461961;0,000321708;0,000351184;0,000559171;0,000234215;0,00019238;0,00025532;0,001192963;8,97071E-05;0,000468774;0,000125224;0,00037098;0,000351627;0,001028538;0,00066048;0,000357368;0,000277574;0,000431169;0,000338391;0,000887735;0,000564122;0,000135249;0,000213716;0,000602329;0,000127609;0,000141304;0,000122841;0,000148593;6,6384E-05;8,74581E-05;0,000241056;S;S;NS;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V707;2021;NA;Cat;Liver;ST13;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000498511;0,000208906;0,000214907;0,000103647;0,000734467;0,000260502;0,001017952;0,000590407;0,000769629;0,000339572;0,000187743;0,000681102;0,000490955;0,001107306;0,000539778;0,000379494;0,000320772;0,000266778;0,000422875;0,00034681;0,000164376;0,000250554;0,001122193;0,00046976;0,00012336;0,001519814;0,000776492;0,000585918;0,000972525;0,000438742;0,000239556;0,000236197;0,000692148;0,000295556;0,000730879;0,000478616;0,000110199;0,000153429;0,000428087;0,00022888;0,000118031;0,000106624;0,000140584;4,50623E-05;7,19983E-05;0,000174885;S;S;S;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
V71;2005;Umbria;Swine;Lung;ST619;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;A;b;0,000869359;0,000278157;0,000220332;8,65777E-05;0,000829247;0,000503591;0,000224949;0,000829561;0,000646108;0,000212313;0,00011776;0,000755822;0,000585483;0,001562415;0,00050314;0,000395763;0,000381437;0,000346561;0,00067503;0,000327896;0,000117632;0,000346841;0,001143163;0,000118246;0,000602256;0,000359124;0,00104114;0,000413337;0,000771112;0,00025937;0,000132785;0,000225138;0,000272352;0,000160004;0,000799192;0,000540728;0,000217843;0,000217049;0,000674338;0,000235715;0,000108054;0,000104214;0,000207404;7,85007E-05;6,77485E-05;9,44922E-05;NS;S;NS;NS;S;S;S;NS;NS;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V72;2005;NA;Dog;Intestine;ST3;Streptococcus_canis;Streptococcus canis;G;b;0,000444953;0,000113911;0,000150535;0,000432027;0,000526772;0,000357698;0,000574142;0,000307897;0,00053167;0,000608494;0,000194907;0,000511924;0,000546966;0,001013617;0,000281313;0,000297599;0,000400422;0,000365722;0,000390966;0,000255018;0,000717759;6,69307E-05;0,00083279;0,000128362;0,000593313;0,00087816;0,000396555;0,000428;0,000724486;0,000713253;0,000232501;0,000384528;0,000381522;0,000111523;0,000632556;0,000582408;0,000285976;0,000298787;0,000461967;0,000208816;0,000228366;0,000182545;0,000225794;6,001E-05;6,4045E-05;8,06865E-05;NS;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V720;2021;Umbria;Swine;Joint;ST704;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000429972;0,000154488;0,000205402;9,70858E-05;0,000649536;0,00019427;0,000116676;0,000250376;0,000851445;0,000873223;0,000410739;0,000621994;0,000393064;0,001024925;0,000297637;0,000339498;0,000256882;0,000209391;0,000419698;0,000225738;0,000160438;0,000175335;0,001011435;5,79494E-05;0,00034297;0,000122675;0,000331777;0,000473187;0,001282197;0,001078542;0,000643974;0,000403074;0,000234398;0,000325403;0,000683312;0,00038643;0,000103743;0,000130568;0,000422899;8,53893E-05;7,8988E-05;7,5676E-05;0,000128551;3,72723E-05;6,10439E-05;0,000223109;S;S;NS;NS;S;S;S;NS;NS;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V721;2021;NA;Cat;Liver;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000444721;0,000170595;0,000157871;5,07795E-05;0,000629256;0,000276207;0,00123892;0,000528948;0,000614377;0,000589007;0,000212639;0,00065708;0,000283314;0,001081449;0,000244382;0,000335663;0,000320604;0,000378742;0,00040401;0,000317485;7,66662E-05;0,000107852;0,000998357;7,51112E-05;0,000390582;0,00183834;0,000682244;0,000648739;0,000829213;0,000890382;0,000334478;0,00019862;6,24957E-05;0,000676155;0,000736877;0,000303114;8,27746E-05;6,65875E-05;0,000437942;0,000175993;4,01862E-05;3,80249E-05;7,87021E-05;4,001E-05;8,11531E-05;0,000410287;NS;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V722;2021;Campania;Water buffalo;Milk;ST307;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000468023;0,000296721;0,000160612;4,92936E-05;0,000612264;0,000141981;0,000283468;0,001189613;0,000623938;0,000306816;0,000218664;0,000688448;0,000412195;0,001240311;0,000545993;0,000458284;0,000315684;0,000259081;0,000489538;0,000258722;5,40192E-05;0,000213975;0,001059187;0,000478111;0,000110019;0,000679457;0,001881342;0,000822754;0,000927388;0,000462279;0,000332259;0,000403525;7,78398E-05;7,02101E-05;0,000842811;0,00046019;7,72794E-05;0,000158961;0,000546318;0,000207853;0,000118607;9,96694E-05;0,000134126;5,55117E-05;5,43665E-05;4,6526E-05;S;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V725;2021;Lombardia;Goat;Vaginal swab;ST454;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000521448;0,000400049;0,000160814;0,000147729;0,000641594;0,000112181;0,000440866;0,001636403;0,000639334;0,000320918;0,00049248;0,000667989;0,000366723;0,001251429;0,000653414;0,000365507;0,000337753;0,000233614;0,000360695;0,000221767;0,000268876;0,00022471;0,001074753;0,000428972;8,21931E-05;0,001013578;0,002525496;0,00099587;0,000991281;0,000498986;0,000824543;0,000329786;1,85369E-05;4,23021E-05;0,000844228;0,000417377;0,000146529;0,00013557;0,000420265;0,0001819;0,000103133;7,62753E-05;0,000123452;3,25024E-05;3,92872E-05;3,19952E-05;S;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V729;2014;Veneto;Bovine;Milk;ST306;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000483045;0,000229067;0,000142694;0,000203318;0,000625588;0,000281823;0,000238939;0,000959015;0,000636476;0,000326802;0,000348429;0,000655317;0,000538852;0,001308805;0,000612246;0,0003346;0,000387734;0,000308504;0,000820603;0,00034245;0,000414792;0,000259522;0,001128016;0,000559422;0,000111197;0,0006077;0,001630428;0,000609225;0,000967503;0,000489525;0,000615643;0,000307856;4,785E-05;9,96713E-05;0,000867277;0,00063328;0,000231032;0,000229995;0,000927674;0,000291849;0,000179627;0,000141325;0,000192567;5,99767E-05;7,20942E-05;5,22013E-05;NS;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
V730;2014;Veneto;Bovine;Milk;ST302;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000461011;0,000232308;0,000125688;0,000219897;0,000560403;0,000216924;0,00024713;0,001038799;0,00059195;0,000303358;0,000618901;7,26141E-05;0,000486647;0,001328362;0,000521351;0,00033399;0,000378709;0,000254878;0,000824308;0,000289241;0,000466329;0,000219597;0,001066573;0,000574525;0,000109035;0,000666908;0,001799254;0,000676832;0,000940294;0,000486687;0,00107831;0,000398426;2,81087E-05;8,73212E-05;0,00016407;0,000582591;0,000234515;0,00021166;0,000917243;0,000236561;0,000166706;0,000136566;0,000203614;4,45065E-05;6,60925E-05;5,22605E-05;NS;S;NS;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V731;2014;Veneto;Bovine;Milk;ST532;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000460565;0,000222037;0,000126926;0,000262429;0,000588307;0,000300549;0,000218795;0,000866343;0,000572744;0,000320512;0,000489244;0,0007197;0,000523159;0,001190036;0,000625712;0,0003424;0,000442886;0,000215113;0,000589159;0,000410981;0,000454338;0,000298627;0,001061551;0,000597257;0,00012288;0,000533712;0,001423895;0,000567232;0,000852662;0,00046912;0,000871854;0,000382231;4,56999E-05;8,81626E-05;0,000899509;0,000578153;0,000316576;0,000109891;0,000702349;0,000351819;0,000186182;0,000153239;0,000176746;6,83346E-05;7,84709E-05;5,78186E-05;NS;S;NS;NS;S;S;S;S;NS;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0
V733;2015;Veneto;Swine;Brain;ST338;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000485006;0,000126352;0,00020238;0,000111553;0,000640779;0,000321307;9,73913E-05;0,000316583;0,000937257;0,000342628;0,000253486;0,000721659;0,000428459;0,001250337;0,000734302;0,000374649;0,000348041;0,000321969;0,000585336;0,000440631;0,000212306;0,000302069;0,001093718;9,6373E-05;0,000461446;0,000142834;0,000433993;0,000634401;0,00157308;0,000641712;0,000377316;0,0003337;0,000383599;0,000402334;0,000890423;0,000467413;0,000136536;0,000199237;0,000670324;0,000332731;0,000138679;0,000110633;0,000145025;7,58777E-05;9,21242E-05;0,000298138;NS;S;NS;S;S;S;S;NS;NS;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V735;2020;Veneto;Swine;Brain;ST695;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000484567;0,000135028;0,000146208;0,000149613;0,000109474;0,000362351;0,000108069;0,000293957;0,000589847;0,00041345;0,000175769;0,000698257;0,000445359;0,001235326;0,00035749;0,000356783;0,000314956;0,000320457;0,000680346;0,000210754;0,000314689;0,001017127;0,000229551;7,92047E-05;0,000462936;0,000113744;0,000398242;0,0002994;0,000889886;0,000547505;0,000287987;0,000302829;0,00027549;0,000647974;0,000816761;0,000481621;0,000141867;0,000223512;0,000775261;9,73692E-05;0,000161587;0,000139716;0,000173424;7,97521E-05;0,000116257;0,000443199;NS;S;NS;NS;S;S;S;NS;S;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V736;2021;Veneto;Swine;Muscle;ST634;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000431519;0,000105168;0,000131938;7,7829E-05;0,000688464;0,000278769;9,89424E-05;0,000174997;0,000642597;0,000574817;0,000249161;0,000783824;0,000397209;0,001190004;0,000311957;0,000324781;0,000276406;0,000193399;0,000511543;0,000233274;0,000160895;0,000236505;0,001178287;6,73837E-05;0,000416097;0,000100967;0,000220686;0,000408361;0,001103259;0,000793037;0,000453339;0,000308636;9,87946E-05;0,000652545;0,000923325;0,000429287;0,000104096;0,000129429;0,000567277;8,49599E-05;8,24838E-05;6,57053E-05;0,000144116;5,5575E-05;9,39654E-05;0,000463939;NS;S;NS;NS;S;S;S;NS;NS;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V737;2021;Piemonte;Dog;NA;ST2;Streptococcus_canis;Streptococcus canis;G;b;0,000522857;0,00012717;0,00017392;5,08637E-05;0,00074991;0,000412817;0,000576537;0,000305992;0,000604142;0,000176707;9,45763E-05;0,000885084;0,000326183;0,001213596;0,000296677;0,000315634;0,00040713;0,000317181;0,000612757;0,000498527;0,000134099;0,000261185;0,001133231;0,000101792;0,000527304;0,000871743;0,000343421;0,000312761;0,000764889;0,000232203;0,000108925;0,000117953;0,000360119;0,001052252;0,000935329;0,000334921;8,68628E-05;9,14896E-05;0,000639858;0,000291601;6,19E-05;5,041E-05;7,55796E-05;6,40078E-05;0,000117129;0,000642274;NS;S;NS;S;S;S;S;NS;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V738;2021;NA;Cat;Pus;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000633288;0,000192178;0,000161979;4,63689E-05;0,00062921;0,000325823;0,001272382;0,000492278;0,000552392;0,000575766;0,000187317;0,000753069;0,000272585;0,001424134;0,000262963;0,000422022;0,000304853;0,000356712;0,000556515;0,00028539;6,22461E-05;0,000131237;0,000961532;7,94048E-05;0,000395919;0,001842719;0,000606622;0,000592322;0,000731127;0,000849736;0,000296451;0,000167561;4,49862E-05;0,000610853;0,000825362;0,00027421;6,9642E-05;6,34109E-05;0,000574281;0,000153004;4,38108E-05;3,22107E-05;6,31225E-05;5,06221E-05;6,98471E-05;0,000353182;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V739;2014;NA;Dog;Joint;ST5;Streptococcus_canis;Streptococcus canis;G;b;0,000354324;0,000139832;0,000133622;0,000321878;0,000559995;0,000588181;0,000100434;0,000498692;0,000526517;0,00069251;0,000177974;0,00057795;0,000593856;0,000862638;0,000201006;0,000231719;0,000465342;0,000456459;0,000998642;0,000424131;0,000557683;0,000179216;0,000850006;0,000109748;0,000652529;0,000150593;0,000529887;0,000238062;0,000691515;0,001007965;0,000277636;0,000301496;0,000312415;0,000511669;0,000626221;0,000574031;0,000318084;0,000347174;0,001004488;0,000265382;0,000244278;0,000255378;0,000266011;0,000106488;0,000109753;0,000319601;S;S;S;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V742;2021;Marche;Bovine;Milk;ST305;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000421722;0,00023986;0,000124475;0,000166107;6,9573E-05;0,000332808;0,000236842;0,001015603;0,000499178;0,000306037;0,000518889;0,000638466;0,000417764;0,001143389;0,000616908;0,000332463;0,000354556;0,000264825;0,001077461;0,00032379;0,000361958;0,000853407;0,000149412;0,000540983;0,000105189;0,000588729;0,001681689;0,000654003;0,000770856;0,000477975;0,000880703;0,000338566;2,92243E-05;0,000190539;0,000778347;0,000485818;0,000201026;0,000223317;0,001172223;0,0002518;0,000179606;0,000160809;0,0001901;8,65044E-05;7,91153E-05;0,000124891;S;S;NS;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
