ID Strain;Year;Region;Animal species of origin;Organ of origin;ST;Species;Putative Subspecies;LANCEFIELD GROUP;Haemolysis;2223,140967;2241,073989;2262,75751;2679,802856;2978,296408;3159,441237;3354,28405;3364,608472;3397,909861;3418,174965;3443,92179;3952,786854;4091,36986;4451,322399;4475,014345;4490,070134;4515,266689;4539,794508;4744,086475;5052,231151;5362,981449;5914,103743;5959,116466;6312,288749;6326,214406;6710,341788;6730,906818;6768,620734;6797,381802;6838,493584;6889,619768;6942,146487;7386,929024;7525,518221;7905,893368;8182,839667;9030,351844;9073,208159;9487,183195;10103,20284;10400,80576;10491,16654;10930,54833;13276,73249;14943,03835;15048,89449;Eritromicina;Ceftiofur;Tetraciclina;Gentamicina;Penicillina;Ampicillina;Sulfametossazolo_trimethoprim;Clindamicina;Enrofloxacin;aad(6);ANT(6)-Ia;APH(2'')-IIIa;APH(3')-IIIa;catS;dfrF;E. faecalis chloramphenicol acetyltransferase;Erm(47);ErmB;fexA;L._reuteri cat-TC;lmrP;lnuC;lnuD;lsaC;lsaE;mefE;optrA;poxtA;SAT-4;tet(40);tet(L);tetM;tetO;tetS;tetT;vatE;fbp54;gbs0630;gbs0631;gbs0632;hasC;lmb;mf2;mf3;scpA;sda;ska;slo;smeZ;spec;speg;spek;spel;spem
V300;2020;Toscana;Swine;Lung;ST701;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;a;0,000675741;0,000275199;0,000320231;0,000154179;0,000106341;0,000355928;0,000100451;0,000388187;0,001053297;0,000375051;0,000212071;0,000737695;0,000517957;0,001285469;0,00037147;0,000502077;0,000381645;0,000405263;0,000314217;0,000135551;0,000196371;0,00080344;0,000182633;0,000562488;0,000111257;0,000101182;0,000458756;0,000456839;0,001425246;0,000647995;0,0002863;0,000350917;0,000473947;8,11102E-05;0,000795565;0,000486688;0,000207195;0,000240796;0,000316639;8,69274E-05;0,000172751;0,00013904;0,000215603;8,75925E-05;7,50957E-05;4,26884E-05;NS;S;NS;NS;S;S;S;NS;NS;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V301;2020;NA;Dog;Urine;ST97;Streptococcus_canis;Streptococcus canis;G;b;0,000428893;9,94699E-05;0,000119962;9,70396E-05;0,000427542;0,000283961;0,000462608;0,000322023;0,000525797;0,000184549;9,96929E-05;0,000698726;0,000425953;0,001185305;0,000306382;0,000305515;0,000647192;0,000603165;5,49684E-05;0,000521385;0,000263856;0,00060995;0,000815733;0,000107316;0,000574626;0,000869804;0,000459417;0,000322966;0,000784967;0,00026668;0,000105705;0,000160071;0,000641473;0,000746475;0,000877541;0,000499029;0,000171482;0,000190272;9,74352E-05;0,000415235;0,00013808;0,000105045;0,000113199;9,93311E-05;0,000112916;0,000506126;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V302;2020;NA;Cat;Brain;ST25;Streptococcus_canis;Streptococcus canis;G;b ;0,000260454;8,39562E-05;8,00534E-05;4,12495E-05;0,000245814;0,000239574;0,000122081;0,000478629;0,000397456;0,000125269;8,54752E-05;0,000430389;0,000301492;0,001000531;0,000238156;0,000251851;0,000234457;0,000329601;0,00053079;0,00036448;0,000148885;0,000540892;0,000598561;9,22204E-05;0,000486886;0,000403408;0,001137089;0,000477466;0,000740438;0,000255805;0,000133927;0,00015522;0,000426967;0,00074433;0,000624227;0,000439966;0,00014295;0,000179973;0,000759116;0,000279536;0,00013574;0,000114947;0,000130259;7,68122E-05;0,000144491;0,000566787;NS;S;NS;S;S;S;S;NS;S;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V303;2020;NA;Cat;Liver;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000383667;8,12095E-05;0,000105777;6,01246E-05;0,0004563;0,000310477;0,000557429;0,000269439;0,000490089;0,000431132;0,000118669;0,000619439;0,000322204;0,001122083;0,000314694;0,000255437;0,000475679;0,000473311;0,000585149;0,000427106;0,000195111;0,0001111;0,00089253;9,75076E-05;0,000507447;0,001072841;0,000406841;0,000391803;0,000782225;0,00081406;0,000227269;0,000163402;0,000312739;0,000765777;0,000826628;0,000419098;0,000135391;0,000130944;0,000759251;0,000338277;0,000100582;8,17759E-05;0,000117167;7,41548E-05;0,000124603;0,000538499;NS;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V304;2020;NA;Hedgehog;Mouth;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000292894;9,13234E-05;9,72531E-05;9,63856E-05;0,000372449;0,0003892;0,000632299;0,000334202;0,000409824;0,000188516;0,000129325;0,000447315;0,000391147;0,000800563;0,000180076;0,000196802;0,000317674;0,000534012;0,000698032;0,000429363;0,000230805;7,04899E-05;0,000665869;9,42117E-05;0,00054806;0,001102368;0,000453172;0,000390363;0,000606931;0,000286715;0,000130733;0,000111825;0,000479845;0,000613398;0,000539576;0,000456685;0,000206065;0,00021094;0,000777093;0,000285381;0,000149883;0,000117799;0,00015252;7,89389E-05;0,000102367;0,000399202;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V305;2020;Umbria;Swine;Brain;ST634;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000405401;9,2802E-05;0,000130151;6,95475E-05;0,000583015;0,000263142;0,000108105;0,000247002;0,000704252;0,000482689;0,000219484;0,000595395;0,000540205;0,00123096;0,00033667;0,000324186;0,000338402;0,000301808;0,000563062;0,000207853;0,00011784;0,00027977;0,00113065;8,11992E-05;0,000444518;0,00016047;0,000389903;0,000442894;0,001248406;0,000742045;0,000411448;0,000319419;0,000299426;0,000334351;0,000806285;0,000628685;0,000213984;0,000232818;0,000697744;9,85358E-05;0,000160886;0,000146621;0,000243878;7,51743E-05;0,000128294;0,000259572;S;S;NS;NS;S;S;S;NS;NS;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V306;2020;NA;Dog;Urine;ST240;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;A;b;0,000572395;0,000191811;0,000156519;0,000147929;0,000736649;0,000361162;0,000198299;0,00080014;0,000719928;0,000790657;0,000210848;0,000695139;0,000576728;0,001529373;0,000479642;0,000363199;0,000352139;0,000319347;0,000477863;0,000331369;0,000281163;0,000298474;0,001281712;0,000711348;0,000135294;0,000477094;0,001284794;0,000545948;0,001089802;0,0013552;0,000398466;0,000303808;9,6393E-05;0,00023261;0,00087585;0,000636729;0,000216972;0,000226;0,000552438;0,000259106;0,000130352;0,000130632;0,000232798;4,23386E-05;8,42965E-05;0,000173912;S;S;S;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0
V4;ante 2004;NA;Dog;Ear;ST95;Streptococcus_canis;Streptococcus canis;G;b;0,000545636;0,00019274;0,000170619;0,000196476;0,000605128;0,000509246;0,000759413;0,000558833;0,000516623;0,00032963;0,000144651;0,000664859;0,000497752;0,001026449;0,000347684;0,000283872;0,000403048;0,0003784;0,000714395;0,000371297;0,000266537;0,000161878;0,000799225;9,10933E-05;0,00052283;0,000981057;0,00061759;0,00034594;0,000589533;0,000346097;0,000143158;0,00028073;9,28992E-05;0,000282528;0,000649024;0,00044869;0,000243339;0,00026052;0,000663697;0,00023258;0,000179847;0,000145427;0,000189346;9,80008E-05;7,09991E-05;0,000157313;S;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V418;2020;Lazio;Swine;Lung;ST338;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000583991;0,000115131;0,000159032;0,000144485;0,000711943;0,00016012;9,2293E-05;0,000307453;0,000860242;0,000333716;0,000218145;0,000570679;0,000431084;0,001776084;0,000653334;0,000457493;0,000392185;0,000252233;0,000299945;0,000149083;0,000320884;0,000372669;0,001392296;0,000101834;0,000468221;0,000174688;0,000537892;0,000712701;0,001675564;0,000720628;0,000398421;0,000338966;0,000401986;0,000356587;0,000815194;0,000517768;0,000181801;0,000173662;0,000395079;0,00020546;0,000127629;0,000123792;0,000197223;4,40234E-05;0,000101834;0,00027146;NS;S;NS;S;S;S;NS;NS;S;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V420;2020;NA;Cat;Intestine;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000266747;8,55756E-05;8,76064E-05;0,000295388;0,00033972;0,00031267;0,000735456;0,000429322;0,000453034;0,000537231;0,000216142;0,000331374;0,000409424;0,000785421;0,000193777;0,000180295;0,00036105;0,000331074;0,000466181;0,000257231;0,000598554;9,74366E-05;0,000670414;0,000101691;0,000546535;0,001414055;0,000707346;0,000590803;0,000789698;0,001021763;0,000356243;0,000236668;0,000684474;0,000181586;0,000468391;0,000498908;0,000299494;0,000249164;0,000584291;0,000209201;0,000164898;0,000171408;0,000282196;5,7537E-05;6,99604E-05;0,000114122;S;S;S;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V421;2020;NA;Dog;Lung;ST3;Streptococcus_canis;Streptococcus canis;G;b;0,00049362;0,000112184;0,000112423;5,06581E-05;0,000657324;0,000315057;0,000587561;0,000267807;0,000511332;0,000148051;9,26304E-05;0,000723848;0,000334012;0,001455101;0,000442155;0,000388871;0,00052508;0,000431372;0,000483883;0,000354732;0,000142662;0,000124866;0,001220157;0,000113279;0,000563466;0,001121482;0,000425542;0,000403466;0,000790524;0,000247223;0,000119652;0,000132286;7,05556E-05;0,000870754;0,00094283;0,000416273;9,83889E-05;9,25503E-05;0,000601579;0,000254452;7,96435E-05;6,02572E-05;7,48505E-05;5,53162E-05;0,000130881;0,00059295;S;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V43;2004;NA;Dog;Vaginal swab;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,00061357;0,000177667;0,000180689;6,94259E-05;0,00063407;0,000462828;0,000558851;0,000293386;0,000494103;0,000555339;0,000175473;0,000665;0,000400334;0,001157755;0,000400008;0,00035595;0,000397889;0,000321972;0,000609656;0,000350405;0,000102938;0,000344157;0,00085122;8,83625E-05;0,00048662;0,000735711;0,000316405;0,000281055;0,000582139;0,000726641;0,000232468;0,000203612;3,4721E-05;0,000369046;0,00066133;0,0003657;0,000180964;0,000157616;0,000577351;0,00020538;8,39123E-05;7,71492E-05;0,000141318;8,65983E-05;6,14781E-05;0,000191185;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V450;2021;NA;Horse;Skin;ST231;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000357902;0,000122433;9,26303E-05;5,93433E-05;0,000468821;0,000181485;0,000125496;0,00054923;0,000373418;0,00013106;8,79357E-05;0,000602163;0,000256734;0,001068669;0,000683074;0,000290615;0,000265499;0,000170107;0,000512604;0,000350621;0,000261785;0,000175299;0,000933929;0,000404709;6,25569E-05;0,000336895;0,001031125;0,000361649;0,000624713;0,000222722;0,000123533;0,000130468;0,000168175;0,001045393;0,000786669;0,00035556;7,46039E-05;9,90869E-05;0,000660353;0,000230848;9,90163E-05;7,54683E-05;9,05944E-05;0,000104134;0,000159539;0,000713148;NS;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
V474;2020;NA;Dog;Ear;ST96;Streptococcus_canis;Streptococcus canis;G;b;0,000394563;8,67231E-05;7,90001E-05;3,54495E-05;0,000507202;0,000169535;0,000420894;0,00019954;0,000351236;0,000116606;7,25117E-05;0,000567019;4,79548E-05;0,001435691;0,000503701;0,000403831;0,000431024;0,000379555;0,000278311;0,000263271;0,000120507;0,000119828;0,001132142;8,13012E-05;0,000411815;0,001028661;0,000453372;0,000388806;0,000679835;0,000257468;0,000127923;0,000111139;0,00013638;0,000996245;0,00086498;0,000131342;5,79931E-05;5,7935E-05;0,000440118;0,000188105;5,00332E-05;4,21088E-05;5,16631E-05;7,91797E-05;0,000167449;0,000773786;S;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V489;2020;Lombardia;Bovine;Milk;ST311;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000377553;0,000139673;9,94069E-05;4,62947E-05;0,000484179;0,000305084;0,000148035;0,000676783;0,000492856;0,000310219;0,000419359;0,000660326;0,000490132;0,001174514;0,000500839;0,000284843;0,000418294;0,000359667;0,001053472;0,000414579;8,67345E-05;0,000174848;0,000969544;0,000654643;0,000115276;0,000389488;0,001186765;0,000414024;0,000797893;0,000453914;0,00080678;0,000372357;1,40094E-05;0,000171588;0,000887791;0,000602163;0,000289611;0,000301781;0,001231836;0,000350109;0,000256248;0,000220545;0,000244638;0,000127637;0,000115539;0,000121139;S;S;S;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V490;2020;Puglia;Bovine;Milk;ST454;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,00044779;0,000163775;9,72166E-05;0,000285224;0,000536273;0,000127947;0,000213089;0,000844033;0,000559016;0,000400745;0,000465654;0,000515821;0,000465423;0,001424646;0,000456996;0,000361038;0,000350155;0,000253446;0,00049086;0,000231851;0,000661175;0,000253895;0,001127075;0,000577739;0,000122284;0,000644199;0,00162679;0,000656244;0,000996826;0,000646856;0,000996469;0,000427248;2,11429E-05;5,19814E-05;0,00082539;0,000635624;0,00025923;0,000263159;0,000720833;0,000238933;0,00021802;0,000170697;0,000203902;4,87975E-05;8,22358E-05;5,99331E-05;NS;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V491;2020;NA;Cat;Lung;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000661572;0,000137313;0,000148566;6,02664E-05;0,000770098;0,000243193;0,000799271;0,000367603;0,000691538;0,000575828;0,000173101;0,000755256;0,000431622;0,001909308;0,000620227;0,000495741;0,00043261;0,000328053;0,000328035;0,000270717;7,69959E-05;0,000222887;0,001482556;9,97328E-05;0,000477106;0,0015869;0,000672125;0,000635814;0,001141681;0,001116641;0,000366501;0,000247911;0,000349674;0,000160802;0,001068206;0,000544193;0,00014328;0,000115711;0,000422919;0,000229667;7,6272E-05;7,14742E-05;0,000104833;2,01627E-05;4,91506E-05;0,000122275;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V492;2020;Toscana;Swine;Lung;ST700;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000637389;0,000139029;0,000177775;0,000101189;0,000118802;0,000128674;0,00010281;0,000262072;0,000966787;0,000327836;0,000177265;0,000633234;0,000394141;0,001935808;0,000606512;0,00053703;0,000423274;0,00030963;0,000324409;0,000100435;0,000210138;0,001400708;0,000339062;7,38684E-05;0,000355865;0,000199058;0,000414117;0,000816482;0,001955452;0,000708076;0,000377347;0,000329822;0,000236372;0,000253786;0,00093418;0,000499174;0,000144679;0,000165486;0,000414129;5,57738E-05;0,000113611;0,000115338;0,000144928;2,80155E-05;7,82876E-05;0,000201493;S;S;NS;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V493;2020;Campania;Ovine;Vaginal swab;ST13;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000595984;0,000152199;0,000167882;0,000187986;0,000786586;0,000265237;0,00076547;0,000493916;0,00074308;0,000326183;0,000150869;0,000680348;0,000523655;0,001684132;0,000728338;0,000462171;0,000372667;0,000276066;0,000367997;0,000323597;0,000406565;0,000409974;0,001456088;0,000576204;0,000116797;0,001523067;0,000848716;0,000631984;0,001171689;0,000505521;0,000226097;0,000341688;0,000507586;0,000129987;0,000965015;0,000658313;0,000146268;0,000184498;0,000460131;0,000289099;0,000136796;0,000113413;0,000161395;2,32483E-05;6,16525E-05;8,8592E-05;S;S;S;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
V494;2020;Marche;Bovine;Milk;ST302;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000443643;0,000163782;0,000103636;0,000246118;0,000535403;0,000108392;0,000217451;0,000878564;0,000587632;0,000379326;0,000386949;0,000514183;0,000446419;0,00141695;0,000472534;0,000356339;0,000370851;0,000291072;0,000422014;0,000210951;0,000563464;0,000254451;0,001127917;0,000439971;7,84418E-05;0,000679189;0,001739107;0,000702376;0,001056719;0,000616391;0,000826965;0,000460069;2,97782E-05;6,99291E-05;0,000822664;0,000614169;0,000264095;0,000243547;0,000555763;0,000204557;0,00019368;0,000175537;0,000228923;2,95729E-05;8,4946E-05;5,05289E-05;NS;S;NS;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V5;ante 2004;NA;Dog;Heart;ST1;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000709469;0,000305691;0,000217668;0,000367698;0,000778436;0,00011477;0,000272209;0,000967449;0,000700581;0,000450036;0,000165522;0,000714127;0,000623244;0,001391447;0,000549994;0,000386405;0,00037341;0,000284666;0,000392379;0,000143113;0,000575542;0,000258601;0,001106383;5,33605E-05;8,2821E-05;0,000471743;0,001255491;0,000529702;0,000889371;0,000517716;0,00020623;0,000336354;7,60317E-05;0,000134975;0,000805917;0,000610984;0,000254002;0,000223546;0,00041524;0,000211685;0,00015566;0,00011286;0,000213504;6,6745E-05;7,26107E-05;7,52447E-05;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
V515;2020;Umbria;Swine;Lung;ST699;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000553533;0,000114319;0,000105943;9,1534E-05;0,000708321;7,63024E-05;7,7736E-05;0,00017547;0,000622538;0,000486326;0,000199204;0,000457308;0,000306157;0,002043748;0,000593043;0,000548169;0,000355005;0,000212435;0,00016247;0,000120311;0,0001967;0,000407972;0,001618203;4,51251E-05;0,000248575;0,000178432;0,000448131;0,000603638;0,001485062;0,001055376;0,000600129;0,000436831;0,000183853;9,78564E-05;0,00080624;0,000429126;0,000112567;0,000100159;0,000190043;3,56889E-05;7,87385E-05;6,8286E-05;0,000104596;1,81432E-05;4,27548E-05;9,32315E-05;NS;S;NS;NS;S;S;S;NS;NS;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V516;2020;Marche;Swine;Brain;ST538;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000364161;0,000106516;0,000145328;0,000191738;0,000493152;0,000255037;0,000112574;0,000365242;0,000793881;0,000345366;0,000160378;0,000515472;0,000538396;0,0011978;0,000329109;0,000375605;0,00037567;0,000349281;0,000521312;0,000145587;0,000445983;0,000263207;0,001027278;0,000100028;0,000484782;0,000196594;0,000646295;0,000679575;0,001635474;0,000682277;0,000299544;0,000315525;0,000493353;0,000214985;0,000761018;0,000677571;0,000270701;0,000306211;0,000710402;9,46402E-05;0,000243915;0,000206366;0,000235181;5,45542E-05;0,000129522;0,000190594;NS;S;NS;NS;S;S;S;NS;S;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V517;2020;Lombardia;Bovine;Milk;ST698;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000329876;0,000176334;9,02019E-05;0,000267123;0,000422919;0,000153478;0,000216553;0,000883815;0,000460862;0,00033051;0,000560768;0,000417118;0,000457176;0,001029925;0,000379037;0,000280542;0,000330823;0,000320935;0,000603272;0,000252781;0,000584309;0,000283394;0,000855242;0,000491972;9,67505E-05;0,000593675;0,001602403;0,000633644;0,000814148;0,000615973;0,001063687;0,00047242;3,95807E-05;9,55666E-05;0,000607978;0,000579527;0,00026464;0,000278177;0,000787115;0,00023811;0,000223769;0,000176126;0,000209425;4,31685E-05;9,17008E-05;7,02507E-05;NS;S;S;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
V518;2020;NA;Dog;Lymph node;ST40;Streptococcus_canis;Streptococcus canis;G;b;0,000480681;0,000106439;0,000135878;0,000123133;0,000688897;0,00035303;0,000474817;0,000306848;0,000583622;0,000184999;0,000101259;0,000806038;0,00041438;0,001353701;0,000315191;0,000343825;0,000391344;0,000268298;0,000480735;0,000416385;0,000309054;0,000403233;0,001240686;0,000126296;0,00061891;0,00089395;0,000456412;0,000351314;0,000871315;0,00029007;0,000135196;0,000170294;0,000370752;0,000771485;0,001007724;0,00049678;0,000150003;0,000151851;0,00058004;0,000289097;0,000102249;8,55781E-05;0,000120278;5,25187E-05;0,000122913;0,000511098;NS;S;NS;NS;S;S;S;NS;NS;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V519;2020;NA;Cat;Brain;ST95;Streptococcus_canis;Streptococcus canis;G;b;0,000493439;0,000126154;0,000119732;9,14336E-05;0,000668683;0,000299059;0,000956111;0,000489125;0,000620404;0,000221084;0,000127364;0,000656035;0,000447063;0,00148302;0,000442341;0,000398895;0,000361278;0,000283798;0,000433017;0,000337819;0,000210905;0,000300125;0,00129993;0,000128293;0,000606692;0,001830793;0,000802147;0,000657294;0,000989801;0,000394644;0,00021189;0,00021905;0,000161259;0,000469233;0,000908966;0,00055187;0,000205032;0,000195921;0,000583981;0,000274191;0,000120551;0,000106946;0,000172171;5,01548E-05;0,000101862;0,000355036;S;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V52;2005;Umbria;Swine;Liver;ST705;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000792;0,000256125;0,00021179;8,76259E-05;0,000154561;0,000374841;0,000104068;0,000240451;0,000618618;0,000443433;0,000171423;0,000660378;0,000452725;0,001501413;0,00043159;0,00049444;0,000419466;0,000332925;0,000609743;0,000125144;0,000111803;0,000894416;0,000238651;6,97098E-05;0,000383914;8,48244E-05;0,000317891;0,000239045;0,000805171;0,000514627;0,000247564;0,000254412;0,000312025;0,000117692;0,000712372;0,000434542;0,000162598;0,000170658;0,000596555;7,67269E-05;0,000106053;9,35494E-05;0,000167847;7,45476E-05;5,79723E-05;6,5388E-05;NS;S;NS;NS;S;S;S;NS;S;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V53;2005;Umbria;Swine;Lung;ST703;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000514811;0,000244765;0,00019453;0,000314993;0,000541529;0,000335467;0,000178281;0,000782899;0,000569726;0,000442346;0,00018744;0,000478035;0,000603459;0,001017795;0,000351716;0,000301499;0,000388496;0,000416807;0,000451417;0,000310257;0,000484235;0,00025436;0,000797303;8,01388E-05;0,000431711;0,000314634;0,000898175;0,000395305;0,000719574;0,000511242;0,000216872;0,000326946;0,000368836;7,06562E-05;0,000546459;0,000593526;0,00026111;0,000315495;0,000478903;0,000235044;0,000216285;0,000181563;0,000288347;7,07771E-05;8,79159E-05;4,03224E-05;NS;S;NS;NS;S;S;S;NS;S;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V531;2020;NA;Cat;Liver;ST43;Streptococcus_canis;Streptococcus canis;G;b;0,000473461;0,000134352;0,000158318;6,54109E-05;0,000763691;0,000417357;0,000747944;0,000420801;0,000650672;0,000201725;0,000136099;0,000797462;0,000406821;0,001158386;0,00025769;0,00028765;0,000305684;0,000186968;0,000564004;0,000500051;0,000152684;0,000235516;0,001211267;0,000123421;0,000619965;0,00118846;0,000507593;0,000409286;0,000856608;0,000280079;0,000145619;0,000130228;0,000429305;0,00080671;0,000892588;0,000415497;0,000149273;0,000124672;0,000586203;0,000309832;8,1853E-05;6,72762E-05;0,000106273;5,68345E-05;0,000113109;0,000476618;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
